hit_distance_sc,launch_speed,launch_angle
419,103.7,28
374,98.9,33
396,104.2,25
390,100,28
385,98.9,31
410,106.1,22
410,106.2,22
374,100.8,29
420,107.7,35
411,107.1,32
425,108.2,30
357,98.9,28
379,103.5,25
417,105.2,26
412,109.5,19
405,107.4,22
366,97.7,35
373,99.2,29
386,100.2,26
411,104,24
403,101.4,34
390,102.5,26
408,109.8,22
364,99,31
357,99.5,24
428,108.3,39
346,110.4,20
397,115.4,17
402,101.7,30
415,104.9,31
399,107.1,39
409,110.2,41
422,109,33
403,105.7,26
375,101,28
407,106.2,27
419,106.3,21
377,100.6,26
387,102.3,37
424,105.7,23
371,101.9,39
404,99.9,30
396,102.9,34
375,94.8,34
395,111.7,22
392,101.3,35
363,99.5,38
389,99,31
450,108.7,24
442,104.8,29
411,103,25
403,106.3,27
410,108,24
435,106.4,25
366,98.5,30
369,103.6,23
377,101.1,37
367,95.6,40
402,100,26
423,107.6,33
398,99.5,26
406,103.6,33
407,103.9,34
390,109.4,23
392,101.4,30
352,92.8,32
420,104,27
346,95.9,27
363,98.8,39
397,100.9,27
425,107.5,29
402,108.6,21
434,113.9,23
408,104.2,26
401,104.5,29
371,108.4,40
415,106.1,26
394,100.8,29
427,108.9,32
400,102.6,35
345,96.3,33
412,105.6,27
431,106.7,26
355,101.5,27
421,105,26
389,98.3,32
430,105.3,32
408,105.4,29
408,104.3,33
407,107.3,36
414,108.2,26
416,105,26
415,104.7,33
439,108,29
432,108.4,34
380,107.2,23
376,104.7,21
390,103.2,32
406,105.2,37
427,103.6,29
432,110.4,35
373,111.1,22
398,100.2,31
415,104.9,30
382,102.9,23
445,110.8,23
394,103.7,26
372,96.6,29
386,100.2,30
405,105.9,32
402,99,28
346,96.7,36
379,98.1,32
393,106,27
402,102.5,26
390,110.9,17
421,108.4,29
394,104.1,32
452,109.9,30
420,105.5,29
398,103,34
399,102.4,34
439,108.9,31
395,108.7,21
387,103.8,23
397,103.6,24
396,106,24
416,102.9,28
423,104.7,23
396,103,26
428,104.6,30
397,102.1,26
336,93.8,37
418,106.4,31
395,102.8,24
420,109.8,22
413,106.9,25
380,102.4,33
350,97.6,29
441,111.6,26
371,96.4,36
372,106.6,24
450,103.5,29
340,94.6,30
372,108.7,20
405,97.1,30
404,102,33
415,108,35
420,107.3,24
372,97.1,31
384,102.8,23
441,112.2,24
399,107.9,20
390,105.1,24
421,106.2,32
418,104,30
420,106.2,26
384,99.6,27
404,108.3,30
426,108.2,23
381,105,34
422,104.8,31
358,103.3,26
366,95,28
411,114.3,28
403,102.9,32
384,99.8,33
361,107.5,19
400,107.1,34
364,105.2,22
434,111.1,29
390,99.6,29
452,110.8,28
416,106.6,25
399,108.3,20
427,108.2,30
424,108.3,33
394,97.9,34
424,106.8,32
421,105.2,33
384,99.5,28
424,109.5,27
375,103.4,34
383,101.1,37
415,103,27
414,106.1,27
414,106.4,29
374,99.6,29
425,105.1,33
377,107.3,21
404,103.6,22
400,102.1,29
367,96.2,32
410,105.1,24
414,101.8,27
444,110.2,28
401,105.4,19
400,102.5,26
374,100.1,38
389,112.2,21
402,105.1,30
352,96.5,24
375,101.5,36
373,102.3,26
424,105.4,32
413,106.6,22
353,94.9,30
368,98,35
417,103.2,31
363,95.7,23
438,113.5,27
449,110.2,29
410,106.1,26
401,107.9,35
430,105.1,27
363,111.5,17
413,103.9,31
420,100.7,24
393,103.1,32
371,101.9,35
435,104.6,27
373,93.5,32
352,110.3,19
422,105.2,27
368,109.3,46
348,98.4,41
370,105.1,29
406,104,32
365,97.2,30
395,102.3,30
410,103.7,28
384,102.4,37
406,109.6,37
414,105.7,22
368,96.5,33
412,105,26
357,100.6,22
385,105.1,22
413,105.4,28
419,105.5,27
408,103.8,24
384,106.5,23
326,93,39
417,105.4,22
390,104.7,25
381,99.8,30
361,95.6,29
431,109.6,35
416,108.5,32
397,107.1,36
438,107,28
429,110,33
412,105.5,27
366,103.3,25
417,110.2,37
410,111.8,20
397,98.1,29
405,100,29
383,102.5,25
382,99.2,33
400,105.5,23
369,97,25
400,103.6,27
397,102.2,29
380,104.6,27
357,101.4,34
398,102.9,22
403,106.2,22
430,102.6,29
424,101.1,27
373,101.4,30
439,108,24
378,105.9,36
416,111.3,26
358,107.2,20
416,105.9,29
361,98.6,35
416,110.1,22
408,101.5,34
396,100.8,32
412,103.6,30
394,102.3,38
379,99,34
399,106.4,19
425,106.7,34
371,99.5,37
401,102.4,29
420,109.6,33
387,101.6,25
422,104.4,34
385,105.1,22
384,98.1,38
374,100.7,26
411,105.4,23
386,101.3,31
397,101.3,28
400,102,34
353,106.4,25
359,100.3,34
374,103.2,22
383,105.8,42
424,104.2,29
423,112.1,29
409,104,37
415,104.3,28
374,106,24
384,98.1,24
413,108.8,20
382,103.3,23
404,102.3,34
449,112.4,29
436,104.9,28
368,97.7,33
344,98.5,30
359,103,39
416,103.6,25
379,100.3,31
407,104.4,32
404,106.6,27
382,98.7,24
355,104.5,21
370,98.4,32
374,103.3,36
353,104.5,23
409,104,28
398,101,28
374,98.7,26
418,104.9,32
378,97.7,24
373,102,22
406,101.7,28
371,104.2,31
366,100.4,24
382,98.7,27
380,104,26
357,96.9,37
425,109.3,23
418,106,21
388,104.3,32
407,103.3,32
416,106.4,22
394,102.4,27
385,101.2,27
387,99.5,32
397,101.9,32
399,99.7,31
456,111.1,31
406,104.4,30
434,104.7,25
384,100,26
411,108.7,36
404,98.9,34
400,106.1,26
379,99.9,27
361,96.4,29
418,104.9,28
415,107.9,20
362,100.5,27
406,101.2,27
384,106.1,26
369,93.6,34
405,110.6,23
381,103.1,38
410,100.6,33
387,100.6,27
409,105.6,28
413,103.5,28
392,100.4,32
384,101.6,28
416,109.1,25
411,106.6,35
380,106.7,20
361,110.2,22
419,104.5,31
407,103.7,27
379,107.6,22
424,106.9,30
426,103.6,27
407,96.3,40
391,99.2,34
396,99.5,25
415,107.8,30
370,103.6,30
416,105.4,31
394,102.4,31
361,102.1,26
391,100.2,28
407,105.3,25
430,107.6,28
403,105.3,21
402,100.2,33
398,108.6,39
424,104.7,25
408,103.8,30
355,101.5,42
465,113.5,25
399,105,33
351,93.9,37
360,93.9,30
383,103.5,26
423,104.7,26
413,105,26
370,102.1,24
380,99.9,29
436,108.6,26
414,108.2,23
366,98.9,26
354,99.3,26
429,105.8,25
400,104.7,25
376,107,21
390,102.1,28
405,104.2,33
383,103.6,25
421,103.8,28
389,104.3,26
424,109.2,30
413,109.4,21
410,107.9,35
427,106.4,23
451,109.3,32
359,94.6,35
375,98.4,24
449,108.8,28
381,100.5,32
399,106.9,31
447,111.6,21
421,106.7,31
404,103.9,33
419,101.4,28
422,105.2,33
408,104.1,31
413,108.1,41
384,97,35
404,101.3,34
343,97.6,33
386,104.9,32
447,107.8,30
410,111,33
375,98.5,30
408,106.8,27
384,103.9,22
390,101.4,25
354,102.6,29
398,104.4,34
407,107,25
406,103.8,27
406,103.5,27
407,108.6,30
413,110,40
387,102.3,32
368,103.9,27
377,102,25
408,106.2,30
380,100.2,36
370,102.2,41
386,104.7,36
432,105.1,27
359,106.6,23
418,104.4,31
383,99.3,34
372,101.4,33
363,98.7,34
362,99.3,23
411,102.3,32
410,104.4,31
385,105.3,43
364,103.7,19
413,106.9,27
387,99.8,31
424,108,32
384,99.7,24
357,96.3,35
379,98.7,32
415,105.1,30
437,107.4,25
363,96,31
377,100.1,29
413,105.3,28
401,102.6,26
408,107.9,25
424,106.9,28
375,110.6,20
410,107.4,36
379,97.9,30
397,106.9,27
425,105,28
421,106.3,30
391,103.1,26
424,109,25
418,103.7,26
407,104.3,29
358,98.7,35
393,104.8,23
385,107.2,21
416,106.1,30
376,103.4,27
374,100,38
414,109,30
400,105.1,34
358,101.1,34
426,110,36
380,110,23
444,108.5,26
358,103.2,43
398,99.4,24
384,106.8,36
410,104,26
363,97.7,26
403,102.6,34
371,96.6,38
409,105.6,23
352,93.5,27
431,103,25
387,105.2,30
390,104.8,33
416,106.1,28
416,102.8,30
400,100.9,25
398,105.8,26
386,106.9,25
355,90.9,29
425,105.9,29
420,105.1,24
399,109.5,25
420,106.1,35
419,105.6,27
433,106.9,27
456,109.7,31
417,107.3,27
382,95.8,28
411,101,29
363,93,33
318,99,44
401,108,21
429,106.7,27
403,103.6,23
391,105.6,28
391,100.9,22
386,107.2,35
402,102.2,29
444,106.3,37
410,103.2,32
288,102.6,12
452,111.2,24
393,111.1,21
423,108.6,24
374,102.8,22
393,103.4,36
416,103.6,31
354,97.9,34
396,105.5,24
434,104.5,26
405,103.5,38
386,100.7,38
431,110.4,30
401,104.1,30
385,99.6,34
368,103.6,35
378,101.2,22
435,112,23
414,104.1,26
444,108,30
398,103.4,22
419,105.9,28
412,102.9,30
415,102.8,27
404,106,21
384,100.5,28
391,101.3,32
358,96.6,30
404,108.8,36
397,100.2,27
395,103.9,33
379,106.9,41
406,105.5,23
364,102.8,43
390,108,23
412,102.1,27
431,105.8,31
419,103.6,31
426,105.2,32
395,104.1,28
385,98.9,30
439,111.4,34
422,103.9,30
396,102.9,34
407,98.5,28
429,107.3,34
365,104.2,37
417,104.5,26
422,100.3,30
345,98.5,39
444,112.3,32
424,104.5,33
422,105,26
426,108.4,25
391,106.8,38
392,93.8,29
403,105.9,23
417,105.8,30
404,102.8,29
417,104.8,32
365,111.7,24
430,107.4,27
322,97.4,40
397,107,37
403,104.4,28
386,103.9,21
412,104.8,35
384,99.4,31
387,105.6,21
364,99.7,27
404,103.4,25
408,102.1,26
410,105.5,33
368,105.8,39
416,102.6,30
393,99.6,29
417,110.2,26
394,101.3,25
408,100.9,30
385,105.8,21
395,101.6,37
417,111.6,22
420,105.9,29
418,104.2,26
400,105.9,26
410,103.2,26
401,102.7,35
379,104.4,41
271,91.5,16
427,101.7,27
446,107.7,28
405,107.4,30
362,97.9,28
419,107.4,31
379,100,36
390,102.1,25
361,97.9,32
392,103.4,28
422,105.9,25
391,98.3,32
420,113.7,31
359,103.6,25
390,106.4,21
425,103,26
387,101.5,28
408,104.7,30
380,98,29
349,95.8,38
376,102.6,35
409,105,24
421,108,26
396,103.9,33
379,102.4,36
386,102,24
406,104,35
416,104.5,24
382,104.2,23
360,95.4,35
366,101.8,37
358,99.5,34
393,114,16
360,94.2,30
410,106.6,25
384,103,23
414,105.7,29
389,97.9,28
414,107.1,22
428,109.1,29
366,105.7,21
363,102.7,23
402,109.1,25
360,107.4,38
427,106.7,25
418,104.5,31
370,101.7,24
365,97.8,29
349,97.1,33
370,100.7,35
383,104.6,25
390,110.3,25
361,103,22
406,102.8,29
412,104.6,32
412,109.4,25
392,102,24
413,103.1,27
376,102.6,30
436,108.8,31
428,105.9,27
418,112.3,27
415,103.7,27
457,109.2,26
400,106.6,26
404,100.5,28
408,105.3,25
386,99.2,27
416,101.3,34
378,98.3,38
397,101.1,30
422,108.4,30
394,106.2,32
380,99.4,33
407,106.5,25
412,102.8,24
387,99.6,30
377,102.6,33
394,101.3,34
379,100.1,35
366,105.8,23
394,108.5,42
419,104.8,29
409,102.8,34
374,98.8,24
368,97.4,38
397,100.8,29
423,105,31
400,101.1,33
446,108.6,28
395,100.7,25
391,103.6,41
418,106.6,31
393,102.7,32
435,112,25
383,98.6,38
361,98,31
350,96.5,39
377,100.7,33
411,107,28
348,103.7,42
433,106.9,27
413,104.2,32
394,104,28
417,110.7,21
374,105.1,38
449,111.4,33
387,95.3,31
423,103.1,29
418,107.7,33
398,100.3,30
404,107.2,39
396,105.2,32
408,102,32
355,103.5,22
371,105.3,42
422,106.5,24
425,107.4,30
393,103.5,32
407,107,26
408,102.3,31
414,103.3,29
409,104.8,25
385,101.4,32
429,107.3,24
383,101.2,27
421,108,27
355,114,19
434,110.6,28
412,107.1,31
420,104.2,27
350,100.8,23
391,100.9,33
366,101.6,24
356,102.5,24
401,110.8,25
410,102.3,26
439,107.4,27
383,98.2,31
343,93.7,29
415,107.1,23
426,106.6,36
417,103.7,33
399,106.3,29
353,100.5,43
440,110.5,35
421,107.9,27
357,105,44
408,101.6,31
446,110.6,25
375,110.6,24
429,107.5,25
374,100.4,38
374,97.7,31
390,105.5,31
398,103,23
419,114.7,24
381,105.8,28
370,101.7,36
385,106,34
360,96.9,24
409,100.7,29
395,99.5,34
357,103.2,34
429,105.1,28
377,102.5,39
402,109.8,29
360,99.5,39
420,105.3,29
370,100.5,25
394,103.1,32
417,104.8,31
391,104.7,35
365,98.7,23
355,101,22
413,105.6,21
401,100.1,35
411,104.8,32
363,97,33
384,99.8,33
420,107.4,34
405,103,28
397,103.7,27
428,109.7,24
431,109.6,31
381,104.6,24
431,106.9,28
364,109,23
382,97,31
359,102.2,25
391,101.6,29
383,96.6,31
392,97.7,31
402,105.4,23
382,98.9,32
358,99.7,31
424,107.8,25
413,103.9,28
351,98.6,35
405,105.6,21
389,99.1,28
401,103.1,35
412,108.3,22
396,103,35
437,110.4,23
408,102.8,30
392,104,37
413,105.4,26
426,104.3,27
389,104.7,24
417,104.7,30
379,106.6,25
372,96.5,33
449,109.3,26
385,107,33
429,108.3,30
423,105.3,22
376,101.9,29
418,108.3,24
368,101,28
388,102.7,35
408,104.9,27
419,103.7,30
389,106.6,30
375,109.6,21
401,100.7,30
411,108.6,32
444,112.6,25
377,101.4,27
411,107.6,20
399,109.9,19
418,105.6,30
406,107.4,25
388,108.6,38
364,98.4,27
390,100,25
360,104,25
423,101.6,35
361,98.6,24
406,102.8,33
360,108.5,23
399,104.3,35
452,107.6,23
421,104.9,33
376,101.6,24
427,106.4,33
384,103.1,28
408,104.3,24
396,104.8,31
371,101.5,25
401,107.5,24
394,106.1,26
385,102.7,37
373,104.7,37
368,102,28
425,108.8,26
411,109.7,36
399,108,31
400,108.9,26
385,103.5,23
412,99.6,32
390,102.2,31
429,107.6,28
403,112.5,22
450,110,28
362,100.2,28
390,106.9,21
363,105.1,36
410,106.2,32
364,101.9,33
389,99.8,23
363,104.2,24
374,100.3,37
392,112.3,23
416,104.2,29
349,99.5,25
370,99.4,28
432,113.9,21
394,107.7,21
409,104.1,25
409,105.2,35
375,97,29
359,98.3,35
379,103.7,25
403,101.1,30
402,104.8,30
407,108.4,34
386,101.5,35
407,107,28
353,95.7,24
376,101.4,26
385,100.1,31
370,105.2,36
407,104.4,28
392,105.8,27
415,108.6,26
362,99.8,40
432,108.4,30
354,106.3,20
337,94.7,36
393,100.2,42
434,102.3,27
367,97.6,32
365,104.5,22
425,104,27
412,104.9,25
365,95.4,30
388,102.4,25
374,99.8,37
402,107.4,34
380,105.4,37
394,101.1,24
